ID (Chronological),TYPE (Part + Person),ARGUMENT NUMBER,TEAM STANCE,RELATED ID,ARGUMENTAL RELATION  TYPE,RELATED ID.1,ARGUMENTAL RELATION  TYPE.1,RELATED ID.2,ARGUMENTAL RELATION  TYPE.2,ADU_CAT,ADU_ES,ADU_EN
1,INTRO,,FAVOUR,,,,,,,viure a una societat on tinga la llibertat per a decidir  sobre el meu cos,vivir a una sociedad donde tenga la libertad para decidir sobre mi cuerpo,live at a society where have the liberty to decide on my body
2,INTRO,,FAVOUR,1,MA,,,,,una societat on tinga el dret a decidir quan vull i quan no  vull ser mare,una sociedad donde tenga el derecho a decidir cuando quiero y cuando no quiero ser madre,a society where have the law to decide when want to and when do not want to be mother
3,INTRO,,FAVOUR,1,RA,,,,,una societat que sembla utòpica,una sociedad que parece utópica,a society that seems utopian
4,INTRO,,FAVOUR,,,,,,,però és la societat a la qual podem arribar,pero es la sociedad a la cual podemos llegar,but is the society at which can arrive
5,INTRO,,FAVOUR,1,RA,,,,,una societat que ja ha aconseguit grans avanços com és la llei de l'avortament,una sociedad que ya ha conseguido grandes avances como es la ley del aborto,a society that already has achieved big advances how is the law of the abortion
6,INTRO,,FAVOUR,2,MA,,,,,una societat que garantix a les dones tindre la llibertat per  a decidir quan no volen ser mares,una sociedad que garantiza a las mujeres tener la libertad para decidir cuando no quieren ser madres,a society that guarantees at the wives have the liberty to decide when do not want to be mothers
7,INTRO,,FAVOUR,6,RA,,,,,també pot garantir quan volen ser-ho,también puede garantizar cuando quieren serlo,also can guarantee when want to be it
8,INTRO,,FAVOUR,,,,,,,una societat que  s'ha donat compte de que existeix un problema i   lluita contra la clandestinitat,una sociedad que se ha dado cuenta de que existe un problema y lucha contra la clandestinidad,a society that has given  bead of that it exists a problem and fight against the secrecy
9,INTRO,,FAVOUR,,,,,,,pot lluitar contra les màfies  i contra el turisme reproductiu,puede luchar contra las mafias y contra el turismo reproductivo,can battle against the mafias and con the reproductive tourism
10,INTRO,,FAVOUR,5,RA,,,,,una societat que mitjançant la legalització de l'avortament ha  aconseguit de sistematitzar-lo,una sociedad que mediante la legalización del aborto ha conseguido de sistematizarlo,a society that by means of the legalisation of the abortion has achieved to systematise it
