ID (Chronological),TYPE (Part + Person),ARGUMENT NUMBER,TEAM STANCE,RELATED ID,ARGUMENTAL RELATION  TYPE,RELATED ID.1,ARGUMENTAL RELATION  TYPE.1,RELATED ID.2,ARGUMENTAL RELATION  TYPE.2,ADU_CAT,ADU_ES,ADU_EN
1,INTRO,1,FAVOUR,,,,,,,estem en un estat democràtic que s'ha construït al llarg  de la lluita de molts anys ,estamos en un estado democrático que se ha construido a lo largo de la lucha de muchos años,are at a democratic state that has constructed  along the fight of a lot of years
2,INTRO,1,FAVOUR,,,,,,,una lluita per aconseguir drets i llibertats,una lucha para conseguir derechos y libertados,a fight to achieve laws and liberties
3,INTRO,1,FAVOUR,,,,,,,la despenalització  de l'avortament,la despenalización del aborto,the despenalització of the abortion
4,INTRO,1,FAVOUR,,,,,,,al segle dènou l'avortament estava penalitzat amb penes de  presó tant per a les dones que el practicaven com per als metges,en el siglo diecinueve el aborto estaba penalizado con penas de prisión tanto para las mujeres que lo practicaban como para los médicos,at the century nineteen the abortion was penalised with pities of prison so much for the wives that practiced it how for the doctors
5,INTRO,1,FAVOUR,,,,,,,durant la república es va portar a terme un procés  per aconseguir llibertats ,durante la república se llevó a cabo un proceso para conseguir libertados,during the republic carried out  a process to achieve liberties
6,INTRO,1,FAVOUR,,,,,,,una era aquesta la despenalització de l'avortament quan estava federica montseny i largo caballero al govern,una era esta la despenalización del aborto cuando estaba federica montseny y largo caballero al gobierno,an era this the despenalització of the abortion when was federica montseny and largo caballero at the governance
7,INTRO,1,FAVOUR,,,,,,,el període següent és la dictadura i totes  aquestes llibertats van decaure,el periodo siguiente es la dictadura y todas estas libertades decayeron,the following period is the dictatorship and all these liberties waned
8,INTRO,1,FAVOUR,,,,,,,van quedar tots sotmesos a les ordres del dictador i també  les dones a les ordres dels hòmens,quedaron todos sometidos a las órdenes del dictador y también las mujeres a las órdenes de los hombres,stayed all subjected at the orders of the dictator and also the wives at the orders of the men
9,INTRO,1,FAVOUR,1,RA,,,,,en l'etapa posterior és la transició i es va iniciar un procés  cap a la democràcia,en la etapa posterior es la transición y se inició un proceso hacia la democracia,at the posterior stage is the transition and inducted  a process to the democracy
10,INTRO,1,FAVOUR,9,RA,,,,,per tant es va despenalitzar l'avortament i sobretot es va  incidir en la informació i en la seguretat d'aquestes dones que volien avortar,por lo tanto se despenalizó el aborto y sobre todo se incidió en la información y en la seguridad de estas mujeres que querían abortar,therefore it goes  despenalitzar the abortion and especially goes  incidir at the information and at the security of these wives that wanted to abort
11,INTRO,1,FAVOUR,,,,,,,es va incidir en la informació,se incidió en la información,goes  incidir at the information
12,INTRO,1,FAVOUR,,,,,,,i en la seguretat d'aquestes dones que volien avortar,y en la seguridad de estas mujeres que querían abortar,and at the security of these wives that wanted to abort
13,INTRO,1,FAVOUR,,,,,,,però malgrat tot la lluita encara continua per alliberar-nos d'eixos tres supòsits,pero a pesar de todo la lucha todavía continúa para liberarnos de esos tres supuestos,but regardless the fight still continues to liberate us of axes three suppositions
14,INTRO,1,FAVOUR,,,,,,,alliberar-nos d'eixos tres supòsits,liberarnos de esos tres supuestos,liberate us of axes three suppositions
15,INTRO,1,FAVOUR,9,RA,,,,,estem en un estat democràtic que m'ha de permetre  a mi la llibertat ,estamos en un estado democrático que me tiene que permitir a mí la libertado,are at a democratic state that has to permit me at me the liberty
16,INTRO,1,FAVOUR,15,RA,,,,,i la llibertat del meu propi cos,y la libertad de mi propio cuerpo,and the liberty of my own body
17,INTRO,1,FAVOUR,,,,,,,la gestació subrogada és un fet és una realitat ,la gestación subrogada es un hecho es una realidad,the surrogacy is a fact is a reality
18,INTRO,1,FAVOUR,17,MA,,,,,o siga es pot fer,o sea se puede hacer,or are can make
19,INTRO,1,FAVOUR,,,,,,,la seua prohibició em quarta la meua llibertat,su prohibición me cuarta mi libertad,his ban me fourth my liberty
20,INTRO,1,FAVOUR,19,RA,,,,,i la meua generositat,y mi generosidad,and my generosity
21,INTRO,1,FAVOUR,20,RA,,,,,la gestació subrogada és un acte solidari,la gestación subrogada es un acto solidario,the surrogacy is an act solidari
22,INTRO,1,FAVOUR,21,RA,,,,,no pot ser d'altra manera,no puede ser de otra manera,can not be of other mode
23,INTRO,1,FAVOUR,21;22,RA,,,,,ha de ser per tant gratuïta i altruista,tiene que ser por lo tanto gratuita y altruista,has to be therefore free and altruist
24,INTRO,1,FAVOUR,23,RA,,,,,sense empreses intermediàries que es lucren  d'aquest acte de bondat de solidaritat,sin empresas intermediarias que se lucran de este acto de bondad de solidaridad,without intermediary companies that  lucren of this act of goodness of solidarity
25,INTRO,1,FAVOUR,,,,,,,ja n'hi ha prou de paternalisme ,basta de paternalismo,already there is sufficient of paternalisme
26,INTRO,1,FAVOUR,25,MA,,,,,ja n'hi ha prou que ens tracten com a xiquetes,basta que nos tratan como niñas,already there is sufficient that treat us as a infants
27,INTRO,1,FAVOUR,25;26,RA,,,,,que decideixen per nosaltres ,que deciden por nosotros,that decide for us
28,INTRO,1,FAVOUR,25;26;27,RA,,,,,ja fa anys que vaig deixar  de ser menor d'edat i les meues decisions  també són vàlides,ya hace años que dejé de ser menor de edad y mis decisiones también son válidas,already makes years that ceased being under age and my decisions also are valid
29,INTRO,1,FAVOUR,,,,,,,les meues decisions també són vàlides,mis decisiones también son válidas,my decisions also are valid
30,INTRO,1,FAVOUR,,,,,,,legalitzar la gestació subrogada simplement obri la possibilitat perquè aquelles dones que  ho vulguen fer ho puguen fer ,legalizar la gestación subrogada simplemente abre la posibilidad porque aquellas mujeres que lo quieran hacer lo puedan hacer,legalise the surrogacy simply opens the possibility so that those wives that want to make it can make it
31,INTRO,1,FAVOUR,30,CA,,,,,la situació actual la  que hi ha a espanya no es pot fer ,la situación actual la que hay a espanya no se puede hacer,the ongoing situation what there is at espanya can not  make
32,INTRO,1,FAVOUR,31,RA,19,MA,15.0,CA,per tant s'està coartant  la meua llibertat per si jo ho vull fer,por lo tanto se está coartando mi libertad por si yo lo quiero hacer,therefore it is  coartant my liberty for if I want to make it
33,INTRO,1,FAVOUR,30,MA,,,,,de la mateixa manera que succeeix amb l'avortament  simplement s'obri la possibilitat ,del mismo modo que sucede con el aborto simplemente se abre la posibilitado,in the same way that succeeix with the abortion simply opens  the possibility
34,INTRO,1,FAVOUR,30;33,CA,,,,,no vol dir que s'obliga a ningú,no quiere decir que se obliga a nadie,does not mean that it obliges  at nobody
35,INTRO,1,FAVOUR,10;13;15;16;19;28;30;31;32;33,RA,,,,,pretenem defensar la llibertat de les dones per decidir si gestar o no gestar ,pretendemos defender la libertad de las mujeres para decidir si gestar o no gestar,pretend to defend the liberty of the wives to decide if gestar or no gestar
36,INTRO,1,FAVOUR,25,RA,35,MA,,,per decidir què fer amb el seu cos ,para decidir qué hacer con su cuerpo,to decide what make with his body
37,INTRO,2,FAVOUR,,,,,,,acabar amb la situació actual  què passa en els altres països ,acabar con la situación actual qué pasa en los otros países,end with the ongoing situation what passes at the others countries
38,INTRO,2,FAVOUR,37,RA,,,,,l'explotació de les dones ,la explotación de las mujeres,the exploitation of the wives
39,INTRO,2,FAVOUR,37,RA,,,,,lucre de les empreses intermediàries,lucro de las empresas intermediarias,lucre of the intermediary companies
40,INTRO,3,FAVOUR,20;21,RA,,,,,legalitzar la gestació subrogada crearà un sistema  que permetrà la solidaritat,legalizar la gestación subrogada creará un sistema que permitirá la solidaridad,legalise the surrogacy will create a system that will permit the solidarity
41,INTRO,,FAVOUR,,,,,,,sí a la gestació subrogada,sí a la gestación subrogada,aye at the surrogacy
42,INTRO,1,FAVOUR,35,RA,,,,,per fer un pas més endavant en la llibertat de les dones ,para dar un paso más adelante en la libertad de las mujeres,to step at a later date at the liberty of the wives
43,INTRO,,AGAINST,,,,,,,l'olena era una persona com qualsevol altra  oficinista de dia i cinèfila de nit treballava en una oficina  i tots els matins abans de treballar esperava a una llar d'infants  observar com uns néts juguen a l'hora del pati  ha de ser el rellotge biològic els hi deien els seus propers,la olena era una persona como cualquier otra oficinista de día y cinéfila por la noche trabajaba en una oficina y todas las mañanas antes de trabajar esperaba a un hogar de niños observar como unos nietos juegan en la hora del patio tiene que ser el reloj biológico se los decían sus próximos,the olena was a person how any one other oficinista in the daytime and cinèfila at night worked at an office and all the mornings before working expected at a kindergarten observe how some grandsons play at the hour of the yard has to be the biological clock said the ones to him his next
44,INTRO,,AGAINST,,,,,,,però l'helena sabia que això no era possible,pero la helena sabía que esto no era posible,but the helena knew that this was not possible
45,INTRO,,AGAINST,44,MA,,,,,ella no podia tenir fills,ella no podía tener hijos,she could not have children
46,INTRO,,AGAINST,45,RA,,,,,no podia perquè va néixer amb el síndrome de rokitansky una malformació congènita per la qual l'olena va néixer sense úter,no podía porque nació con el síndrome de rokitansky una malformación congénita por la cual la olena nació sin útero,could not so that it was born with the syndrome of rokitansky a congenital malformation for which the olena was born without womb
47,INTRO,,AGAINST,,,,,,,era conscient que hi havia altres opcions per ser mare,era consciente que había otras opciones para ser madre,was conscious that there were other options for being mother
48,INTRO,,AGAINST,47,RA,,,,,tenia una amiga que havia optat per la gestació subrogada,tenía una amiga que había optado por la gestación subrogada,had a friend that had opted for the surrogacy
49,INTRO,,AGAINST,48,RA,,,,,va marxar a ucraïna i va tornar amb una nena genèticament seva,marchó a ucraïna y volvió con una niña genéticamente suya,left at ucraïna and returned with a genetically his girl
50,INTRO,,AGAINST,,,,,,,però això de la gestació subrogada per l'olena no era una opció viable ,pero esto de la gestación subrogada por la olena no era una opción viable,but this of the surrogacy for the olena was not a viable option
51,INTRO,,AGAINST,43,RA,,,,,una cosa era assumir els riscos d'un embaràs per una mateixa,una cosa era asumir los riesgos de un embarazo por una misma,a thing was to assume the risks of a pregnancy for a same
52,INTRO,,AGAINST,,,,,,,una altra cosa era que l'assumís una altra persona,otra cosa era que lo asumiera otra persona,another thing was that assumed it another person
53,INTRO,,AGAINST,47,MA,,,,,hi ha altres opcions per l'olena,hay otras opciones por la olena,there are other options for the olena
54,INTRO,,AGAINST,43;44;45;46;47;48;49;50;53,RA,,,,,l'olena és un cas hipotètic,la olena es un caso hipotético,the olena is a hypothetical case
55,INTRO,,AGAINST,51;52,RA,54,CA,,,però la nostra argumentació es basa en una realitat,pero nuestra argumentación se basa en una realidad,but our argumentation bases  at a reality
56,INTRO,,AGAINST,41,CA,,,,,no s'ha de legalitzar la gestació subrogada ,no se tiene que legalizar la gestación subrogada,does not have to  legalise the surrogacy
57,INTRO,,AGAINST,,,,,,,legalització és la redacció i posterior aprovació parlamentària  d'una llei a través de la qual es permeti la pràctica de la gestació subrogada  al nostre estat ,legalización es la redacción y posterior aprobación parlamentaria de una ley a través de la cual se permita la práctica de la gestación subrogada a nuestro sido,legalisation is the writing and posterior parliamentary approval of a law through which permit  the practice of the surrogacy at our state
