ID (Chronological),TYPE (Part + Person),ARGUMENT NUMBER,TEAM STANCE,RELATED ID,ARGUMENTAL RELATION  TYPE,RELATED ID.1,ARGUMENTAL RELATION  TYPE.1,ADU_CAT,ADU_ES,ADU_EN
1,INTRO,,AGAINST,,,,,visc en una societat molt desigual on uns pocs ho tenen tot  i la majoria ens hem convertit en els seus esclaus,vivo en una sociedad muy desigual donde unos pocos lo tienen todo y la mayoría nos hemos convertido en sus esclavos,live at a very uneven society where some few have it everything and most have converted us at his slaves
2,INTRO,,AGAINST,1,RA,,,fem tota la feina bruta per ells,hagamos todo el trabajo sucio por ellos,make all the soiled work for them
3,INTRO,,AGAINST,1,RA,,,ens utilitzen  com a fàbriques de nadons,nos utilizan como fábricas de bebés,utilise us as a factories of babies
4,INTRO,,AGAINST,1,RA,,,les dones riques ja no volen gestar  ni parir,las mujeres ricas ya no quieren gestar ni parir,the affluent wives no longer want to gestar or bear
5,INTRO,,AGAINST,4,RA,,,el procés implica un risc molt gran per a elles ,el proceso implica un riesgo muy grande para ellas,the process implies a very big risk for them
6,INTRO,,AGAINST,4;5,RA,,,la seva  figura és massa important per perdre-la per culpa del nadó,su figura es demasiado importante para perderla por culpa del bebé,his figure is too important to miss it due to the baby
7,INTRO,,AGAINST,4,RA,,,es va arribar a la conclusió de què ho podrien  fer les miserables que ja netejaven la seva immundícia,se llegó a la conclusión de que lo podrían hacer las miserables que ya limpiaban su inmundicia,reached  the conclusion of what could make it the miserable that already cleaned his immundícia
8,INTRO,,AGAINST,1,RA,,,van condemnar la meua vida,condenaron mi vida,condemned my life
9,INTRO,,AGAINST,8,RA,,,van desfer  la meua voluntat i la meua dignitat,deshicieron mi voluntad y mi dignidad,undid my will and my dignity
10,INTRO,,AGAINST,1;7;8,RA,,,de sobte es van trobar  sense amics i família,de repente se encontraron sin amigos y familia,suddenly found  without friends and family
11,INTRO,,AGAINST,10,RA,,,tancades controlades a tothora,cerradas controladas siempre,sit-ins controlled always
12,INTRO,,AGAINST,10,RA,,,obligades a hormonarse,obligadas a hormonarse,obliged at hormonarse
13,INTRO,,AGAINST,7;10,RA,,,a parir nadons com si de màquines es tractara,a parir bebés como sí de máquinas se tratara,at bearing babies as if of machines treated
14,INTRO,,AGAINST,10,RA,,,la realitat era miserable,la realidad era miserable,the reality was miserable
15,INTRO,,AGAINST,4,RA,,,les dones riques pagaven per un producte de primera,las mujeres ricas pagaban por un producto de primera,the affluent wives paid for a product of first
16,INTRO,,AGAINST,15,RA,,,la meva  vida no valia res en comparació,mi vida no valía nada en comparación,my life did not cost anything in comparison
17,INTRO,,AGAINST,15,RA,,,per satisfer els desitjos d'una elit egoista  capaç d'explotar de torturar i de menysprear a qualsevol que  té al seu voltant per tal d'aconseguir el que volen,para satisfacer los deseos de una élite egoísta capaz de explotar de torturar y de despreciar a cualquier que tiene a su alrededor para conseguir el que vuelan,to satisfy the wishes of a capable selfish elite to explode to torture and to despise at any one that has at his hovering for such to achieve what want to
18,INTRO,,AGAINST,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,RA,,,aquesta és una història d'una realitat  distòpica,esta es una historia de una realidad distópica,this is a history of a dystopian reality
19,INTRO,,AGAINST,18,MA,,,una història on s'han  plantejat el fet que les persones adinerades tinguin la capacitat de comprar un nadó a canvi del patiment de la gestant,una historia donde se han planteado el hecho que las personas adineradas tengan la capacidad de comprar un bebé a cambio del sufrimiento de la gestante,a history where have posed  the fact that the persons adinerades have the capacity to buy a baby in exchange for the suffering of it gestant
20,INTRO,,AGAINST,18,RA,,,hbo el conte de la serventa,hbo el cuento de la sirvienta,hbo the tale of the servant
21,INTRO,,AGAINST,18,RA,,,la bíblia,la biblia,the bible
22,INTRO,,AGAINST,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,RA,,,aquest món excèntric que hem exposat pot ser el nostre en un futur pròxim,este mundo excéntrico que hemos expuesto puede ser el nuestro en un futuro próximo,this eccentric world that have exposed can be our in the near future
23,INTRO,,AGAINST,25,RA,,,com  amb el llenguatge,como con el lenguaje,and with the language
24,INTRO,,AGAINST,23,RA,,,sols que cal fixar-se en la publicitat com diu el filòsof  eslovè sisek,solos que hay que fijarse en la publicidad como dice el filósofo esloveno sisek,only that it is necessary to fix at the advert how says the philosopher Slovenian sisek
25,INTRO,,AGAINST,,,,, existeixen dues capes de llenguatge que cohabiten,existen dos capas de lenguaje que cohabiten,exist two cloaks of language that cohabit
