ID (Chronological),TYPE (Part + Person),ARGUMENT NUMBER,TEAM STANCE,RELATED ID,ARGUMENTAL RELATION  TYPE,RELATED ID.1,ARGUMENTAL RELATION  TYPE.1,ADU_CAT,ADU_ES,ADU_EN
1,INTRO,,AGAINST,,,,,mes zero em vaig oferir com a gestant subrogada eren uns amics que no podien tenir fills i jo ja havia tingut el meu petit pau va ser un acte totalment altruista per fer un favor a uns amics mes tres després de les molèsties i del malestar general dels primers mesos sembla que això de tenir un fill per altres persones no és tan complicat mes sis començo a notar una vida dins meu li posa música i reacciona dóna puntades de peu i a les ecografies sembla que somrigui quan vaig pel carrer la gent em para i em pregunta com es dirà però els he de dir que no serà meu que jo simplement l'estic gestant durant nou mesos i que quan neixi l'hauré d'entregar als seus pares em diuen que és una llàstima que aquí el gesta se l'hauria de quedar perquè el vincle entre mare i fill no s'hauria de trencar mai no negaré que he pensat en no donar-lo mes nou tot s'ha acabat volia fingir que res d'això havia succeït que la petita era meva i estaríem juntes per sempre més per una banda em sentia culpable per l'obligació que havia contret amb els stein i per com es sentirien d'altra banda em sentia obligada amb la petita com qualsevol mare ho estaria amb el seu fill,mes cero me ofrecí como gestante subrogada eran unos amigos que no podían tener hijos y yo ya había tenido mi pequeño paz fue un acto totalmente altruista para hacer un favor a unos amigos mas tres después de las molestias y del malestar general de los primeros meses parece que esto de tener un hijo por otras personas no es tan complicado mes seis empiezo a notar una vida dentro de mío le pone música y reacciona da puntapiés y a las ecografías parece que sonría cuando voy por la calle la gente me para y me pregunta cómo se llamará pero los tengo que decir que no será mío que yo simplemente lo estoy gestando durante nueve meses y que cuando nazca lo tendré que entregar a sus padres me dicen que es una lástima que aquí el gesta se lo tendría que quedar porque el vínculo entre madre e hijo no se tendría que romper nunca negaré que he pensado en no darlo mes nuevo todo se ha acabado quería fingir que nada de esto había sucedido que la pequeña era mía y estaríamos juntas por siempre jamás más por un lado me sentía culpable por la obligación que había contraído con los stein y por cómo se sentirían por otro lado me sentía obligada con la pequeña como cualquier madre lo estaría con su hijo,month zero offered me as a gestant subrogada were some friends that could not have children and I already had had my small peace was a totally altruistic act to make a favour at some friends my three after the nuisances and of the general unrest of the first months seems that this to have a son for other persons is not as complicated month six commence at noting a life in mine poses him musician and reacts gives kicks and at the echographies seems that it smile when go for the street the persons pauses me and asks me how will say  but have to say the ones that it will not be mine that I simply am it gestant during nine months and that when was born will have to hand it at his parents say me that it is a pity that here the feat would have to it stay so that the tie among mother and son would not have to  smash never will deny that I have thought at not to give it new month everything has ended  wanted to feign that nothing thereof had succeït that the small was mine and would be together for evermore on the one hand heard me culprit for the debenture that had contracted with the stein and for how would hear  on the other hand heard me obliged with the small how any mother would be it with his son
2,INTRO,,AGAINST,,,,,mes zero em vaig oferir com a gestant subrogada eren uns amics que no podien tenir fills i jo ja havia tingut el meu petit pau va ser un acte totalment altruista per fer un favor a uns amics mes tres després de les molèsties i del malestar general dels primers mesos sembla que això de tenir un fill per altres persones no és tan complicat mes sis començo a notar una vida dins meu li posa música i reacciona dóna puntades de peu i a les ecografies sembla que somrigui quan vaig pel carrer la gent em para i em pregunta com es dirà però els he de dir que no serà meu que jo simplement l'estic gestant durant nou mesos i que quan neixi l'hauré d'entregar als seus pares em diuen que és una llàstima que aquí el gesta se l'hauria de quedar perquè el vincle entre mare i fill no s'hauria de trencar mai no negaré que he pensat en no donar-lo,mes cero me ofrecí como gestante subrogada eran unos amigos que no podían tener hijos y yo ya había tenido mi pequeño paz fue un acto totalmente altruista para hacer un favor a unos amigos mas tres después de las molestias y del malestar general de los primeros meses parece que esto de tener un hijo por otras personas no es tan complicado mis seis empiezo a notar una vida dentro de mío le pone música y reacciona da puntapiés y a las ecografías parece que sonría cuando voy por la calle la gente me para y me pregunta cómo se llamará pero los tengo que decir que no será mío que yo simplemente lo estoy gestando durante nueve meses y que cuando nazca lo tendré que entregar a sus padres me dicen que es una lástima que aquí el gesta se lo tendría que quedar porque el vínculo entre madre e hijo no se tendría que romper nunca negaré que he pensado en no darlo,month zero offered me as a gestant subrogada were some friends that could not have children and I already had had my small peace was a totally altruistic act to make a favour at some friends my three after the nuisances and of the general unrest of the first months seems that this to have a son for other persons is not as complicated month six commence at noting a life in mine poses him musician and reacts gives kicks and at the echographies seems that it smile when go for the street the persons pauses me and asks me how will say  but have to say the ones that it will not be mine that I simply am it gestant during nine months and that when was born will have to hand it at his parents say me that it is a pity that here the feat would have to it stay so that the tie among mother and son would not have to  smash never will deny that I have thought at not to give it
3,INTRO,,AGAINST,,,,,mes nou tot s'ha acabat volia fingir que res d'això havia succeït que la petita era meva i estaríem juntes per sempre més per una banda em sentia culpable per l'obligació que havia contret amb els stein i per com es sentirien d'altra banda em sentia obligada amb la petita com qualsevol mare ho estaria amb el seu fill,mes nuevo todo se ha acabado quería fingir que nada de esto había sucedido que la pequeña era mía y estaríamos juntas por siempre jamás más por un lado me sentía culpable por la obligación que había contraído con los stein y por cómo se sentirían por otro lado me sentía obligada con la pequeña como cualquier madre lo estaría con su hijo,new month everything has ended  wanted to feign that nothing thereof had succeït that the small was mine and would be together for evermore on the one hand heard me culprit for the debenture that had contracted with the stein and for how would hear  on the other hand heard me obliged with the small how any mother would be it with his son
4,INTRO,,AGAINST,,,,,no cal legalitzar la gestació subrogada,no hay que legalizar la gestación subrogada,does not be necessary to legalise the surrogacy
5,INTRO,,AGAINST,,,,,en primer lloc la gestació subrogada d'acord amb l'observatori de,en primer lugar la gestación subrogada de acuerdo con el observatorio de,in the first place the surrogacy of chord with the observatory of
6,INTRO,,AGAINST,,,,,(INAUDIBLE),(INAUDIBLE),(INAUDIBLE)
7,INTRO,,AGAINST,2,RA,,,els mesos zero tres i sis era una simulació un cas hipotètic que nosaltres em imagina't com es pot sentir una dona gestant,los meses cero tres y seis era una simulación un caso hipotético que nosotros me imagínate cómo se puede sentir una mujer gestante,the months zero three and six was a simulation a hypothetical case that we imagine me you how can  hear a wife gestant
8,INTRO,,AGAINST,3,RA,,,el més nou era un cas real,lo más nuevo era un caso real,the newest was a real case
9,INTRO,,AGAINST,3;8,RA,,,així es va sentir mary beth wickett quan va haver d'entregar a la seva filla melisa als pares d'intenció,así se sintió mary beth wickett cuando tuvo que entregar a su hija melisa a los padres de intención,like this heard  mary beth wickett when had to hand at his daughter melisa at the parents of intent
10,INTRO,,AGAINST,4;9,RA,,,aquest dilema moral és consagrarà si legalitzem la gestació Subrogada,este dilema moral es consagrará si legalizamos la gestación Subrogada,this moral dilemma is will anoint if we legalise the surrogacy
