benvinguts 28.71 29.32 benvinguts O
benvingudes 29.32 30.05 benvingudes O
es 30.05 30.42 és O
l'ultim 30.67 31.23 l'últim O
dia 31.23 31.51 dia O
es 31.51 32.12 és O
el 32.79 32.91 el O
primer 32.91 33.21 primer O
debat 33.21 33.59 debat O
i 33.59 33.8 i O
estic 34.91 35.2 estic O
molt 35.2 35.36 molt O
emocionada 35.36 35.94 emocionada O
d'estar 35.94 36.22 d'estar O
aci 36.22 36.64 ací O
i 36.64 36.68 i O
em 36.68 36.79 em O
sento 36.79 37.11 sento O
fins 37.22 37.47 fins O
i 37.47 37.53 i O
tot 37.53 37.73 tot O
una 37.73 37.87 una O
privilegiada 37.87 38.49 privilegiada O
de 38.49 38.57 de O
poder 38.57 38.8 poder O
assistir 38.8 39.42 assistir O
un 39.86 40.09 un O
any 40.09 40.2 any O
mes 40.2 40.52 més O
a 40.55 41.03 a O
esta 41.03 41.38 esta O
semifinal 41.5 42.11 semifinal O
i 42.11 42.18 i O
despres 42.18 42.5 després O
a 42.5 42.54 a O
la 42.54 42.63 la O
final 42.63 42.99 final O
tenim 43.43 43.84 tenim O
l'equip 43.84 44.35 l'equip O
de 44.36 44.43 de O
la 44.43 44.5 la O
universitat 44.5 45.01 universitat O
ramon 45.01 45.24 ramon O
llull 45.24 45.5 llull O
i 45.5 45.57 i O
l'equip 45.57 45.89 l'equip O
de 45.89 45.99 de O
la 45.99 46.08 la O
universitat 46.08 46.84 universitat O
jaume 47.04 47.34 jaume O
primer 47.34 47.65 primer O
de 47.65 47.72 de O
castello 47.72 48.28 castelló O
i 48.92 49.08 i O
anem 49.08 49.27 anem O
a 49.27 49.34 a O
fer 49.34 49.53 fer O
els 49.53 49.62 els O
recordatoris 49.62 50.26 recordatoris O
pertinents 50.26 50.89 pertinents O
ja 50.9 51.03 ja O
sabeu 51.03 51.36 sabeu O
els 51.61 51.71 els O
mobils 51.71 52.05 mòbils O
apagats 52.05 52.52 apagats O
el 52.52 52.59 el O
public 52.59 52.96 públic O
no 52.96 53.09 no O
pot 53.09 53.32 pot O
